,2012.0
10.0,0.0
10007.0,0.9705882352941178
10021.0,0.4538461538461538
10036.0,-0.18181818181818177
10052.0,0.41463414634146334
10066.0,-0.12307692307692308
10077.0,1.3164556962025316
10139.0,0.5316253002401921
10148.0,0.7135531135531135
10162.0,0.7468354430379747
10168.0,0.7222222222222223
10172.0,0.22916666666666674
10217.0,0.3701923076923077
10257.0,-0.03998323554065386
10274.0,0.12149532710280364
10285.0,0.6175637393767706
10291.0,-0.4222222222222223
10295.0,-0.20093131548311993
10338.0,-0.19512195121951215
10382.0,0.30597014925373145
10392.0,0.0
10393.0,0.5652173913043479
10409.0,0.14906832298136652
10423.0,0.9318181818181819
10433.0,0.8002070393374741
10442.0,0.5576923076923077
10454.0,-0.18918918918918914
1046.0,1.1637239165329052
10460.0,-0.30000000000000004
10469.0,0.03168316831683171
10492.0,0.430939226519337
10498.0,0.32499999999999996
1051.0,0.26808027262400613
10517.0,-0.36363636363636365
10543.0,-0.07526881720430112
10550.0,-0.028964518464880573
10554.0,0.20275862068965522
10604.0,0.17241379310344818
10607.0,0.050000000000000044
10617.0,-0.11518324607329844
10644.0,0.34055118110236227
10668.0,-0.20826952526799392
10669.0,0.29396325459317585
10696.0,-0.125
10698.0,0.34375
10703.0,-0.04587155963302747
10706.0,0.3689320388349515
10725.0,-0.31481481481481477
10729.0,0.42352941176470593
10738.0,1.2195121951219514
10742.0,-0.061797752808988804
10773.0,1.0726072607260728
10774.0,0.5566037735849056
1078.0,1.021978021978022
10780.0,0.13888888888888884
10817.0,-0.1987951807228916
1083.0,0.5
1084.0,0.3186705767350928
10872.0,1.140909090909091
10875.0,0.5333333333333334
10921.0,-0.2857142857142857
10936.0,-0.1333333333333333
10941.0,0.15686274509803932
10942.0,0.11636363636363645
10956.0,0.24242424242424243
10965.0,0.7415254237288136
10968.0,0.3465346534653466
10989.0,0.5330739299610896
10994.0,1.247787610619469
11001.0,-0.06994818652849744
11007.0,0.5725190839694656
11010.0,-0.15540540540540537
11029.0,0.15126050420168058
11065.0,0.02499999999999991
11071.0,0.3158155676747645
11084.0,0.48469387755102034
1109.0,0.3928571428571428
11091.0,0.4263157894736842
11092.0,3.8305084745762707
11101.0,0.13157894736842102
11104.0,0.13084112149532712
11144.0,5.372340425531915
1115.0,1.0238095238095237
11155.0,-0.1601731601731602
11162.0,0.8347826086956522
11174.0,-0.11290322580645162
11183.0,1.3250000000000002
11190.0,0.5277777777777777
11197.0,0.8400000000000001
112.0,0.5306122448979591
11205.0,0.14897760467380716
11215.0,0.8284153005464481
11242.0,0.7530864197530864
11246.0,0.14533280819220162
11252.0,0.26545026486168344
11256.0,0.26689000558347287
11270.0,0.2551130247578042
11283.0,0.1785714285714286
1132.0,0.26993865030674846
11321.0,-0.3055555555555556
11338.0,0.26086956521739135
11345.0,0.7970749542961608
11360.0,0.4886877828054299
11380.0,1.122950819672131
11385.0,0.10000000000000009
11392.0,-0.07439824945295404
11396.0,0.4051724137931034
11434.0,-0.2824760244115083
1146.0,-0.03898635477582846
1149.0,0.31325301204819267
11519.0,0.017391304347825987
11531.0,0.2744565217391304
1155.0,0.7005347593582887
11555.0,0.13029661016949157
11557.0,0.1785714285714286
11608.0,0.3928571428571428
11631.0,1.4468085106382977
11661.0,-0.16216216216216217
11665.0,0.27450980392156854
11681.0,0.040000000000000036
11689.0,1.0583941605839415
11696.0,-0.02657807308970095
11711.0,-0.05128205128205132
11714.0,-0.5609756097560976
11740.0,0.3834586466165413
11752.0,0.3416867469879519
1177.0,0.2142857142857142
11780.0,0.65625
11782.0,-0.2941176470588235
11816.0,1.7954545454545454
11819.0,0.8909574468085106
11825.0,0.9776119402985075
11847.0,-0.10377358490566035
11912.0,-0.017883271012843482
11917.0,0.1428571428571428
11928.0,0.625
11957.0,0.3356643356643356
11997.0,-0.36923076923076925
12015.0,0.0923076923076922
12023.0,0.17666303162486363
12065.0,0.33653846153846145
12083.0,0.26178010471204183
12085.0,0.3377483443708609
12088.0,0.663716814159292
12097.0,0.05454545454545445
12113.0,0.7832167832167831
12133.0,-0.16587677725118488
12137.0,-0.5263157894736843
12160.0,0.46350364963503643
12171.0,0.11864406779661008
12176.0,0.33333333333333326
12177.0,0.3928571428571428
12200.0,0.5294117647058822
12204.0,0.6000000000000001
12205.0,-0.12903225806451613
12213.0,-0.23809523809523814
12240.0,-0.1071428571428571
12246.0,-0.1208791208791209
1226.0,-0.2542372881355932
12260.0,0.016393442622950838
12308.0,-0.08185053380782914
12330.0,-0.37209302325581395
12332.0,0.8846153846153846
12345.0,-0.2533333333333333
1235.0,0.5344827586206897
12384.0,-0.5797101449275363
12390.0,0.45559210526315796
12448.0,0.913978494623656
12475.0,0.6486486486486487
12484.0,1.4545454545454546
12522.0,-0.4464285714285714
12555.0,0.19999999999999996
12556.0,1.318840579710145
12574.0,-0.05319148936170215
12633.0,0.015021459227467782
12647.0,0.7169811320754718
12674.0,0.8125
12701.0,-0.3679245283018868
12703.0,0.6493506493506493
12720.0,0.7748008689355539
12753.0,0.05691056910569103
12763.0,-0.005535055350553542
12776.0,0.5714285714285714
12818.0,1.0138674884437595
12825.0,0.8870431893687707
1285.0,0.4871794871794872
12859.0,-0.004777070063694322
12871.0,-0.23529411764705888
12878.0,0.10512991339107258
12880.0,-0.32499999999999996
12881.0,0.07339449541284404
12889.0,0.15779816513761458
12943.0,0.3784722222222223
12963.0,-0.032258064516129004
12976.0,-0.007633587786259555
12979.0,0.5647873392680514
12981.0,0.16611842105263164
12982.0,1.522875816993464
13007.0,0.7557339449541285
13014.0,-0.08064516129032262
1304.0,4.681159420289855
13079.0,-0.05811623246492981
1308.0,-0.24193548387096775
13125.0,0.28384279475982543
13140.0,0.15384615384615374
13150.0,-0.25
13166.0,1.3636363636363638
13172.0,0.5176211453744493
13200.0,0.01773049645390068
13213.0,0.46666666666666656
13215.0,4.647887323943662
13218.0,1.4926727145847871
13222.0,0.05555555555555558
13277.0,-0.4189944134078212
13301.0,0.37575757575757573
13303.0,1.1032608695652173
13332.0,0.3047619047619048
13346.0,0.8999999999999999
13355.0,0.17391304347826098
13356.0,0.26428571428571423
13357.0,0.6312500000000001
13380.0,0.29821958456973285
134.0,-0.150093808630394
13423.0,-0.40718562874251496
13441.0,0.02450592885375502
13465.0,-0.1333333333333333
13474.0,0.8078763341921236
13515.0,0.6818181818181819
13519.0,0.882882882882883
13522.0,0.10027100271002709
13525.0,2.7636363636363637
13536.0,0.2058823529411764
13546.0,-0.02777777777777779
13560.0,0.4710982658959537
13569.0,0.17491749174917492
13591.0,0.01754385964912286
13623.0,0.17391304347826098
13664.0,0.3799999999999999
1370.0,0.41666666666666674
13717.0,0.8450980392156864
13729.0,-0.05128205128205132
13740.0,0.44666666666666677
13743.0,0.078125
13745.0,0.330013866128829
13790.0,-0.04761904761904767
1380.0,0.8245614035087718
13808.0,-0.13157894736842102
13834.0,0.3830845771144278
13899.0,0.5525423728813559
13921.0,0.8157894736842106
1393.0,-0.36363636363636365
13950.0,-0.025821596244131495
13981.0,0.8503937007874016
13987.0,0.8308823529411764
1399.0,-0.01290630975143403
13996.0,0.5850340136054422
14009.0,0.9134615384615385
14023.0,0.32413010590015134
14062.0,-0.027027027027026973
14079.0,0.18217054263565902
14102.0,1.0579710144927534
14123.0,-0.008849557522123908
14134.0,0.2571428571428571
14153.0,0.23529411764705888
14164.0,0.5973223480947476
14167.0,1.017730496453901
14179.0,0.340956340956341
1418.0,0.5827814569536425
14199.0,0.5190839694656488
14202.0,-0.01941747572815533
14227.0,1.4373088685015292
14243.0,-0.016286644951140072
14251.0,0.08695652173913038
14264.0,0.11764705882352944
14275.0,0.5617977528089888
14293.0,0.16502946954813358
14306.0,0.6219607843137256
14316.0,0.3226837060702876
1433.0,-0.24
14338.0,0.6144000000000001
14346.0,0.34375
14350.0,1.1680000000000001
14366.0,0.627906976744186
14389.0,-0.08280254777070062
144.0,0.7807792207792208
14410.0,-0.3879310344827587
14428.0,0.25373134328358216
14445.0,0.0174825174825175
14455.0,-0.05596107055961075
14478.0,0.8709677419354838
14511.0,-0.13157894736842102
1452.0,0.2962962962962963
14522.0,0.2777777777777777
14578.0,-0.02083333333333337
14586.0,1.6355140186915889
14592.0,0.35865268946554396
14618.0,0.17543859649122817
14627.0,0.8217391304347825
14638.0,-0.18881118881118886
14652.0,-0.4477611940298507
14684.0,0.0748299319727892
14730.0,0.4252873563218391
14738.0,0.4018433179723502
14742.0,0.1272727272727272
14753.0,0.5547773886943472
1477.0,0.5254237288135593
14823.0,0.28378378378378377
14824.0,0.3600000000000001
14852.0,0.9090909090909092
14860.0,0.016129032258064502
14879.0,-0.10526315789473684
14886.0,0.300561797752809
14897.0,2.0157894736842104
14903.0,0.6768558951965065
14942.0,0.25
14952.0,0.25
14991.0,0.5078125
15018.0,0.0292553191489362
1510.0,0.24603174603174605
15101.0,0.36146496815286633
15105.0,-0.057644110275689275
15111.0,0.4180327868852458
1512.0,0.029850746268656803
15164.0,0.360655737704918
15174.0,0.625
15180.0,0.5121951219512195
15195.0,0.1923076923076923
15199.0,1.5142857142857142
15240.0,0.18019093078758952
15265.0,1.2973621103117505
15275.0,0.0888888888888888
15313.0,0.4042553191489362
15341.0,0.9759036144578312
15352.0,0.0626151012891345
15375.0,0.12701207243460755
15407.0,1.2740524781341107
15417.0,-0.25373134328358204
15447.0,0.8246268656716418
15477.0,0.546875
15478.0,0.2715231788079471
15514.0,0.1670596160323341
15517.0,0.2987012987012987
15525.0,0.25535019455252916
15554.0,0.32000000000000006
15557.0,-0.1541850220264317
