,Unnamed: 0,2012.0,0,1,int_id
2489,54883.0,0.6435718218589237,40.71573,-73.96446999999999,54883
2499,55041.0,0.7517812364313416,40.8334,-73.94524,55041
2510,55223.0,0.4278875913329827,40.858270000000005,-73.93182,55223
2512,55256.0,0.4906219012989279,40.71898,-73.97509000000001,55256
2517,55285.0,0.7919854455565241,40.797259999999994,-73.94051999999999,55285
2520,55352.0,0.6622725885624641,40.84881,-73.93918000000001,55352
2523,55402.0,0.3018368039616659,40.81133,-73.96401999999999,55402
2536,5563.0,0.7770420158819416,40.75781,-73.93623000000001,5563
2548,55784.0,0.5338256054431769,40.74852,-73.89567,55784
2558,55947.0,0.5747531544302766,40.72983,-73.97488,55947
2565,5619.0,0.2920296220727365,40.724059999999994,-73.9343,5619
2575,56441.0,2.3881087170871917,40.701209999999996,-73.98738,56441
2578,56452.0,2.9245391132320018,40.76811,-73.92033,56452
2587,56550.0,0.4264502645808415,40.80016,-73.93536999999999,56550
2607,56880.0,0.6570102735264891,40.81086,-73.95685,56880
2615,57080.0,1.8537049579782925,40.72084,-73.9449,57080
2626,57517.0,2.174679975247636,40.75,-73.93885999999999,57517
2627,57519.0,10.948499550134587,40.85273,-73.93443,57519
2637,57757.0,0.7538113536552871,40.711909999999996,-73.96710999999999,57757
2642,5780.0,25.170915231568674,40.84605,-73.94024,5780
2645,57836.0,3.2311493751246827,40.70115,-73.98699,57836
2648,57908.0,0.8286972287141161,40.73537,-73.95286,57908
2663,58302.0,1.6600628203332422,40.7115,-73.98108,58302
2668,58374.0,0.7770298825772917,40.74354,-73.95071,58374
2676,58552.0,1.6706709255659362,40.865629999999996,-73.92846,58552
2685,58768.0,0.6758022399160115,40.74326,-73.95125,58768
2696,59033.0,0.4352740120741467,40.855579999999996,-73.93427,59033
2705,59165.0,0.5486597360597589,40.75696,-73.93055,59165
2712,59256.0,0.6835834973263106,40.85784,-73.93204,59256
2714,5927.0,0.4112081491786697,40.749309999999994,-73.94176,5927
2721,59395.0,0.4448461925384015,40.84247,-73.93873,59395
2727,59514.0,0.2635500134252777,40.70305,-73.98066999999999,59514
2754,59996.0,0.5897102714739015,40.81847,-73.93757,59996
2782,60701.0,0.7717540612513567,40.73468,-73.95255999999999,60701
2786,60753.0,4.3264965362464824,40.71443,-73.97651,60753
2798,61005.0,1.2542371411402111,40.75253,-73.94384000000001,61005
2812,61330.0,11.131264025319114,40.70071,-73.98881999999999,61330
2823,61522.0,0.5071958136039225,40.69582,-73.96836,61522
2834,61748.0,1.979685132322491,40.7585,-73.9293,61748
2839,61855.0,0.3442782632336383,40.79507,-73.93919,61855
2844,6191.0,0.3890297615693033,40.75605,-74.00055,6191
2850,61958.0,1.520975668339308,40.867129999999996,-73.92551,61958
2865,62199.0,0.2763112140204642,40.747,-73.92172,62199
2894,6681.0,40.230335729184745,40.81252,-73.95098,6681
2898,6813.0,0.5730006166821313,40.85239,-73.94128,6813
2903,6939.0,1.46814621250181,40.7168,-73.98236999999999,6939
2904,6955.0,1.1920600227218143,40.81947,-73.95568,6955
2916,7148.0,1.3710893906747832,40.72166,-73.941,7148
2931,7551.0,1.020807769468269,40.75235,-73.94402,7551
2933,7589.0,0.2941715513278458,40.84019,-73.94306,7589
2951,8045.0,3.7687333844563486,40.71634,-73.98164,8045
2952,8084.0,2.140251117545274,40.70077,-73.99087,8084
2967,8398.0,0.4711787167970856,40.8201,-73.95508000000001,8398
2969,8458.0,0.37413622017895865,40.816359999999996,-73.95794000000001,8458
2975,8602.0,0.34903802686353513,40.76427,-73.91579,8602
2982,8826.0,4.0241393684827385,40.74504,-73.95082,8826
2996,9009.0,0.26438383640118324,40.74017,-73.94471,9009
2998,9022.0,0.7168281031511243,40.73258,-73.95192,9022
3000,9052.0,2.776698880761811,40.70113,-73.9874,9052
3018,9337.0,0.5645166589193544,40.72461,-73.94825,9337
3034,9732.0,0.3872004169310737,40.80518,-73.95118000000001,9732
3036,9826.0,3.013277705382853,40.69608,-73.98321,9826
