,2011.0,2012.0,2013.0
0.0,0.0,0.375,0.18181818181818188
1.0,0.12920353982300892,0.21630094043887138,0.08891752577319578
10.0,-0.45945945945945943,0.8500000000000001,-0.3513513513513513
100.0,-0.19999999999999996,-0.375,1.4
1000.0,0.8571428571428572,-0.6923076923076923,0.25
10000.0,,,
10002.0,-0.1578947368421053,0.6875,-0.18518518518518523
10003.0,0.019677996422182487,0.07894736842105265,-0.06382113821138213
10004.0,0.0,0.33333333333333326,-0.25
10005.0,3.0,-0.625,0.6666666666666667
10006.0,,,
10007.0,0.5,0.3137254901960784,-0.28358208955223885
10008.0,-0.12389380530973448,0.05050505050505061,-0.15384615384615385
10009.0,0.1325828642901814,0.11982330204307012,-0.040187376725838275
1001.0,0.7777777777777777,-0.3125,-0.09090909090909094
10010.0,-0.41025641025641024,0.13043478260869557,-0.11538461538461542
10012.0,0.7647058823529411,-0.06666666666666665,-0.1071428571428571
10013.0,2.0,-0.33333333333333337,-0.8333333333333334
10014.0,0.06282722513089012,0.09605911330049266,0.0
10015.0,0.44999999999999996,-0.1428571428571429,-0.14942528735632188
10016.0,0.15384615384615374,0.19999999999999996,-0.2222222222222222
10017.0,0.3894736842105264,-0.015151515151515138,-0.16153846153846152
10018.0,-0.23913043478260865,-0.34285714285714286,-0.4347826086956522
10019.0,0.5,-0.6666666666666667,5.5
1002.0,0.0,0.6086956521739131,-0.18918918918918914
10020.0,-0.20833333333333337,-0.5894736842105264,0.41025641025641035
10021.0,-0.17692307692307696,0.766355140186916,-0.417989417989418
10022.0,2.25,-0.3846153846153846,-0.125
10023.0,-0.06666666666666665,0.8928571428571428,0.18867924528301883
10024.0,2.8,0.26315789473684204,-0.5833333333333333
10025.0,0.1359194551376961,0.24426485922836294,0.7477477477477477
10026.0,0.026315789473684292,0.7692307692307692,-0.23188405797101452
10027.0,-0.375,-0.5666666666666667,-0.6153846153846154
10028.0,-0.75,3.0,-0.41666666666666663
10029.0,0.2022171253822631,0.27376788553259135,-0.09722915626560158
1003.0,-0.4,-0.16666666666666663,0.3500000000000001
10030.0,0.11688311688311681,0.22093023255813948,0.5428571428571429
10032.0,-0.13315460232350318,0.27938144329896897,0.023368251410153196
10034.0,0.13125988402741173,0.0,0.21155638397017706
10035.0,0.10294117647058831,0.1200000000000001,-0.20238095238095233
10036.0,-0.38787878787878793,0.3366336633663367,-0.28148148148148144
10037.0,-0.00295857988165682,0.24035608308605338,-0.11244019138755978
10038.0,-0.006552006552006606,0.5845012366034625,-0.18418314255983348
10039.0,0.875,-0.4,0.0
1004.0,0.14435009797517973,0.226027397260274,0.0011638733705772175
10040.0,0.0,0.0,0.0
10041.0,1.1052631578947367,-0.17500000000000004,0.2727272727272727
10042.0,0.9375,-0.5161290322580645,0.33333333333333326
10043.0,-0.26086956521739135,0.3176470588235294,-0.4107142857142857
10044.0,-0.06451612903225812,0.3448275862068966,-0.28205128205128205
10045.0,-0.39583333333333337,1.5689655172413794,-0.46308724832214765
10046.0,,,
10047.0,0.23404255319148937,0.6896551724137931,-0.5612244897959184
10048.0,1.0625,0.030303030303030276,0.0
10049.0,-0.15000000000000002,-0.11764705882352944,0.0
1005.0,0.06306306306306309,-0.19491525423728817,-0.21052631578947367
10050.0,0.16666666666666674,-0.5714285714285714,0.0
10051.0,0.42307692307692313,0.3764478764478765,-0.3211781206171108
10052.0,0.3902439024390243,0.01754385964912286,-0.12068965517241381
10053.0,0.10869565217391308,-0.11764705882352944,0.0888888888888888
10054.0,-0.5,8.0,0.4444444444444444
10055.0,-0.29702970297029707,-0.05633802816901412,0.0
10056.0,-0.7030567685589519,0.7058823529411764,-0.646551724137931
10057.0,,,
10058.0,-0.031746031746031744,0.032786885245901676,0.23809523809523814
1006.0,0.10526315789473695,0.04761904761904767,-0.045454545454545414
10060.0,0.11627906976744184,0.25,-0.30000000000000004
10061.0,-0.2142857142857143,0.6818181818181819,-0.027027027027026973
10062.0,0.19999999999999996,0.25,-0.033333333333333326
10063.0,-0.32432432432432434,0.24,-0.09677419354838712
10064.0,-0.475,0.5238095238095237,0.40625
10065.0,,,
10066.0,-0.11538461538461542,-0.008695652173912993,0.09649122807017552
10067.0,-0.022222222222222254,0.022727272727272707,-0.28888888888888886
10068.0,-0.5555555555555556,0.25,-0.6
10069.0,-0.2435897435897436,0.23728813559322037,0.3013698630136987
1007.0,1.2857142857142856,-0.02083333333333337,-0.25531914893617025
10070.0,0.09777777777777774,0.11538461538461542,-0.13067150635208713
10071.0,0.25,-0.19999999999999996,-0.1875
10072.0,0.12205387205387197,0.14603650912728172,0.31093170412393634
10073.0,0.0678733031674208,-0.0805084745762712,0.12442396313364057
