int_id,2011change,2012change,2013change,y,x,2010.0,2011.0,2012.0,2013.0
11877.0,,0.47385810534749373,,40.752309999999994,-73.89046,1146.0,1303.0,1129.0,1143.0
11879.0,0.1770753879493403,0.17495047637621997,,40.71168,-73.96495999999999,6489.0,7749.0,8902.0,8557.0
11890.0,1.1393105711041485,0.7295334586764963,0.41374413835054646,40.674170000000004,-73.9567,2559.0,3719.0,5188.0,6338.0
119.0,,,0.5687555803146016,40.71415,-74.0034,1066.0,1110.0,1388.0,1052.0
1190.0,0.4497950560214061,0.44705950594974087,,40.75956,-73.90649,1253.0,1121.0,879.0,1268.0
1191.0,12.11403884246264,0.5619946633882558,,40.747690000000006,-73.8938,1748.0,2125.0,2371.0,2009.0
11912.0,,,0.3847964284051286,40.723690000000005,-73.97603000000001,6151.0,6550.0,6041.0,7391.0
11914.0,0.3668465651398234,,2.9887809986992284,40.67842,-74.00005,2032.0,2284.0,2056.0,2355.0
11929.0,,,1.3145820808122948,40.740359999999995,-73.89971,1002.0,1115.0,1623.0,1185.0
11948.0,,,0.1707694774905435,40.71373,-73.99421,5484.0,4733.0,5047.0,5412.0
11966.0,4.212931062326899,,,40.8037,-73.93985,2227.0,4587.0,4801.0,2247.0
1198.0,,,0.6681556028655289,40.72129,-73.84408,2096.0,2090.0,2121.0,2184.0
11983.0,,,0.9749553387425767,40.74698,-73.90477,325.0,384.0,1117.0,319.0
11996.0,0.6123240607904121,1.5077552681010542,,40.75772,-73.99516,2233.0,2704.0,4095.0,3225.0
12004.0,,,0.12827496138569905,40.81394,-73.94842,1057.0,1182.0,1607.0,1524.0
12023.0,0.21538252555039739,0.6456876229379109,,40.735409999999995,-73.95241999999999,1834.0,1982.0,2158.0,2111.0
12063.0,,,12.999156624500468,40.77462,-73.92398,1144.0,1313.0,1905.0,1498.0
12066.0,0.7983435311706693,1.2130111731612114,,40.76885,-73.91094,2299.0,2928.0,4339.0,3944.0
12072.0,,,0.3171015586026791,40.74042,-73.95243,410.0,481.0,870.0,524.0
12078.0,,,6.084105236794804,40.775290000000005,-73.92315,538.0,814.0,1832.0,1186.0
12088.0,,,0.1453250708390228,40.72254,-73.84595,452.0,520.0,752.0,570.0
12095.0,0.13719513826104612,0.27890104953361083,,40.78779,-73.95145,4765.0,5484.0,6608.0,5931.0
12096.0,,,12.096441119676822,40.82455,-73.94196,2001.0,1936.0,1955.0,2157.0
1210.0,1.2735837874942164,1.5310822251575562,,40.70104,-73.98694,2322.0,3269.0,5552.0,4267.0
12138.0,0.1973374135489112,,0.2594917330360935,40.70196,-73.94400999999999,2374.0,2661.0,2636.0,2738.0
1214.0,0.15416734475079097,,,40.7563,-73.92005999999999,3164.0,3592.0,3855.0,3905.0
12152.0,0.13009394087739,0.22490710174866724,,40.75868,-73.90706,828.0,775.0,615.0,805.0
12161.0,0.40517501771398345,,,40.79157,-73.94870999999999,2021.0,2280.0,2431.0,2173.0
12167.0,,0.8018426135971577,,40.685109999999995,-73.96021999999999,1368.0,1625.0,1533.0,1576.0
12178.0,,0.49946160069707424,,40.78536,-73.98357,2374.0,2582.0,3042.0,2423.0
12189.0,,,0.14301720208137292,40.68673,-73.99047,6675.0,6786.0,5669.0,6017.0
12207.0,0.2226039228312524,,,40.85492,-73.93604,2627.0,3004.0,3051.0,2848.0
1222.0,0.18388285095706114,,,40.672129999999996,-73.98714,3148.0,3617.0,3893.0,3785.0
12224.0,0.18699333346227087,0.22508689045824348,,40.75547,-73.99641,6538.0,7860.0,9336.0,10613.0
12236.0,,17.261771946365094,0.4968533230754306,40.6884,-73.95116999999999,1605.0,1897.0,2868.0,3236.0
12241.0,,0.5045330597761972,,40.714220000000005,-73.99466,3465.0,3030.0,3723.0,3799.0
12246.0,,0.20858406294694776,,40.8063,-73.93602,819.0,847.0,720.0,596.0
12252.0,0.1390702853585617,,,40.7334,-73.8672,355.0,199.0,192.0,187.0
12278.0,,,2.242440365794905,40.74589,-73.90726,1308.0,1410.0,1870.0,1682.0
1228.0,,2.2062703888407236,,40.701859999999996,-73.99233000000001,2117.0,2243.0,3212.0,2652.0
