,2012.0_x,int_id,0,1,2012.0_y
0,1.1485693418770855,10006.0,40.767759999999996,-73.99325999999999,0.940330937656694
1,0.364315648060751,10009.0,40.82145,-73.95038000000001,0.2682926829268293
2,0.6270349505201751,10025.0,40.71165,-73.96723,0.41338466094166426
3,0.6391222192566675,10029.0,40.84888,-73.93916,0.5313455657492354
4,0.6733568384836643,1004.0,40.8013,-73.95011,0.40300457217504904
5,0.4880887801776803,10057.0,40.719559999999994,-73.99124,0.5312707549258358
6,1.4165022456801797,10065.0,40.69359,-73.98337,1.167425074533187
7,0.36356337740339284,10072.0,40.71215,-73.96698,0.2859147025813693
8,1.3189057070193182,10082.0,40.67066,-73.95796999999999,0.5454903505317055
9,0.3289979981843474,10111.0,40.72456,-73.84687,-0.05794392523364489
10,1.2943183747660894,10115.0,40.715579999999996,-73.96229,0.7964255794470818
11,1.1091061881430204,10142.0,40.7109,-73.94379,0.5711340206185567
12,0.3193172851737811,10160.0,40.73052,-73.97419000000001,0.3504918345907746
13,0.6757477429170442,10179.0,40.83464,-73.94431999999999,0.4734748010610079
14,0.2883508237504657,10214.0,40.756240000000005,-73.93335,-0.3203883495145631
15,3.9483707347732553,1025.0,40.80208,-73.93406,0.7040714995034756
16,0.29666723098148373,10250.0,40.738,-73.92447,0.0686546463245492
17,0.30530612262948575,103.0,40.82476,-73.93666999999999,-0.1037433155080214
18,0.9315683408485096,10315.0,40.79679,-73.96466,0.016709511568123503
19,1.3534530352027145,10370.0,40.734,-73.95215999999999,0.45430695233930907
20,0.7597824593141114,10401.0,40.71148,-73.9456,0.49133448873483543
21,0.8705459231179342,10403.0,40.73859,-73.90696,-0.19510268562401267
22,3.9713793916629996,10435.0,40.715109999999996,-73.96278000000001,0.8252520403264523
23,0.5078872206568903,10489.0,40.62273,-74.03135999999999,-0.13150926743159752
24,2.1659202965638853,10536.0,40.72007,-73.94426999999999,1.045685279187817
25,0.30822268784429174,10629.0,40.792190000000005,-73.93819,0.2785219399538106
26,1.09633367946493,10650.0,40.708009999999994,-73.95671999999999,0.5931533903884134
27,0.4098349812921789,10660.0,40.76095,-73.91629,0.2890428211586902
28,1.1382595894509633,10689.0,40.83722,-73.9427,0.5147615442846329
29,0.4141650409703308,10750.0,40.70261,-73.99261,0.2610108303249097
30,8.470252053827389,10782.0,40.694790000000005,-73.95430999999999,0.08367228355607215
31,0.8835899688417457,10796.0,40.77234,-73.90533,0.2820150659133709
32,1.1821265235072982,10825.0,40.68238,-73.96161,0.2910891089108911
33,1.5021291128795795,10854.0,40.716570000000004,-73.95269,0.290339157245632
34,0.5677179043901266,10867.0,40.834720000000004,-73.94452,0.4411489957963568
35,0.7321738439414596,10917.0,40.672779999999996,-73.9709,0.273469387755102
36,0.4493660795348313,1092.0,40.68977,-73.9771,-0.1400375939849624
37,0.7814742702147495,10923.0,40.67184,-73.98738,0.353932584269663
38,0.6124692427693004,10947.0,40.77683,-73.91169000000001,0.29361529076860515
39,0.41216968647246466,10954.0,40.71324,-73.99823,0.4118695873662761
40,0.5729672707611084,10974.0,40.715740000000004,-74.01341,0.5485341217048534
41,4.67698279335888,11002.0,40.81272,-73.94547,0.6288232244686367
42,2.8323190411388666,11017.0,40.71139,-74.00425,0.4441585177560474
43,3.1282161273324993,1104.0,40.773070000000004,-73.94445999999999,-0.3013071895424837
44,0.3150790839282369,11040.0,40.72978,-73.98680999999999,0.3850509949361671
45,0.2746653384119082,11080.0,40.847559999999994,-73.93804,0.24328636001063542
46,0.824721127231782,11119.0,40.712070000000004,-73.99695,0.34393305439330546
47,0.717565341963492,11121.0,40.7168,-73.94305,0.46248896734333633
48,0.3016787203373088,11173.0,40.71745,-73.98493,0.34373579760642325
49,0.3580938424612885,1118.0,40.682390000000005,-73.99588,0.3296144059502839
50,0.9175111040761834,11188.0,40.74986,-73.93897,0.22096608427543685
51,0.26442741704424066,11225.0,40.75208,-73.88189,-0.03659742828882295
52,0.40176449866102515,11236.0,40.71079,-74.01446999999999,0.40542885473475465
53,1.7403422898815077,11241.0,40.65878,-73.96051999999999,0.2768987341772151
54,0.6626216648323449,11243.0,40.83527,-73.94386999999999,0.4201165286721864
55,2.9420128992649572,11250.0,40.68012,-74.00134,-0.06629834254143652
